# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
koopas.txt
koopas_flip.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	20	10

# BRICKS
#1
1	0	196
#2
1	16	196
#3
1	32	196
#4
1	48	196
#5
1	64	196
#6
1	80	196
#7
1	96	196
#8
1	112	196
#9
1	128	196
#10
1	144	196
#11
1	160	196
#12
1	176	196
#13
1	192	196
#14
1	208	196
#15
1	224	196
#16
1	240	196
#17
1	256	196
#18
1	272	196
#19
1	288	196
#20
1	304	196
#21
1	320	196
#22
1	336	196
#23
1	352	196
#24
1	368	196
#25
1	384	196
#26
1	400	196
#27
1	416	196
#28
1	432	196
#29
1	448	196
#30
1	464	196
#31
1	480	196
#32
1	496	196
#33
1	512	196
#34
1	528	196
#35
1	544	196
#36
1	560	196
#37
1	576	196
#38
1	592	196
#39
1	608	196
#40
1	624	180
1	624	196
#41
1	640	180
1	640	196
#42
1	656	180
1	656	196
#43
1	672	180
1	672	196
#44
1	688	180
1	688	196
#45
1	704	180
1	704	196
#46
1	720	180
1	720	196
#47
1	736	180
1	736	196
#48
1	752	180
1	752	196
#49
1	768	180
1	768	196
#50
1	784	180
1	784	196
#51
1	800	180
1	800	196
#52
1	816	180
1	816	196
#53
1	832	180
1	832	196
#54
1	848	180
1	848	196
#55
1	864	180
1	864	196
#56
1	880	180
1	880	196
#57
1	896	180
1	896	196
#58
1	912	180
1	912	196
#59
1	928	180
1	928	196
#60
1	944	180
1	944	196
#61
1	960	180
1	960	196
#62
1	976	180
1	976	196
#63
1	992	180
1	992	196
#64
1	1008	180
1	1008	196
#65
1	1024	180
1	1024	196
#66
1	1040	180
1	1040	196
#67
1	1056	180
1	1056	196
#68
1	1072	180
1	1072	196

# BOX
1	176	132
1	192	132

1	224	84
1	240	84

1	416	100

1	656	164
1	704	132

# PLATFORM
5	240	148	10	15	4	51000	52000	53000

5	272	116	10	15	4	51000	52000	53000

5	400	148	10	15	8	51000	52000	53000

5	464	116	10	15	7	51000	52000	53000

5	512	84	10	15	7	51000	52000	53000

5	512	164	10	15	10	51000	52000	53000


# TUBE
1	352	180
1	368	180
1	352	164
1	368	164
1	352	148
1	368	148

# GOOMBA
2	224	180

2	368	180

2	1008	164
2	1040	164

# WINGS GOOMBA
2	1072	164


# KOOPAs
3	592	132
